job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
13156,5,11.775751161423143,0,3,0,12,0,12,100,11087,3,5,0,308,320,7.518607216815252,2.0412203288596382,13
13157,10,11.23764615923549,2,2,3,3,1,7,0,9236,2,4,2,413,436,7.363913501405819,1.8718021769015913,10
13158,6,11.406898060324698,2,2,2,16,0,16,100,10488,0,2,10,276,315,6.947937068614969,2.1400661634962708,13
13159,1,11.566039600619716,2,3,2,8,0,2,0,2971,2,8,2,38,75,7.4360278163518485,1.840549633397487,10
13160,3,10.957259366731083,2,0,1,8,0,8,100,951,3,0,12,133,167,7.5352967024440884,2.2082744135228043,15
13161,3,11.565119353700926,1,3,0,18,2,9,100,6147,2,9,12,224,229,7.034387929915503,2.0412203288596382,11
13162,6,11.491895885275705,2,2,1,2,0,2,100,6369,0,4,6,401,417,7.266128779556451,2.128231705849268,1
13163,12,10.957224504089886,0,0,0,7,2,7,100,9889,3,0,1,72,81,7.231287004327616,2.066862759472976,3
13164,18,11.413701636825127,2,2,3,2,1,2,0,197,0,4,9,24,36,7.698936199813447,1.6486586255873816,1
13165,4,12.028404245988863,2,1,2,13,2,11,0,462,2,10,14,358,406,7.4999765409521215,1.8870696490323797,4
13166,19,11.128849959540535,2,2,0,15,2,14,50,13017,1,2,6,316,332,7.693937325509272,1.62924053973028,1
13167,12,11.182572467557037,2,2,3,5,0,5,100,10099,0,3,10,104,115,7.566311014772463,2.2512917986064953,4
13168,15,11.929409639560825,2,3,0,14,1,14,100,3358,3,9,11,450,490,7.471932078245122,2.1162555148025524,11
13169,8,11.26992353480575,2,0,2,4,1,4,50,458,3,1,5,284,296,7.259819610363186,1.7047480922384253,11
13170,12,11.749214238034126,2,1,2,9,1,14,50,4404,2,11,3,154,175,7.727535110475448,2.0014800002101243,15
13171,9,11.17277045525733,2,2,2,10,1,13,0,4485,2,2,0,288,318,6.891625897052253,1.9600947840472698,11
13172,13,11.349818127100079,1,0,0,18,1,11,50,3606,3,1,11,268,323,7.813187267521416,2.2617630984737906,2
13173,6,11.690477331521834,2,2,0,17,0,17,50,11511,1,2,11,242,266,7.579678823090456,2.2192034840549946,1
13174,5,11.36069460777029,2,3,3,10,1,8,50,6050,1,8,0,283,287,6.748759547491679,2.1162555148025524,15
13175,11,12.414500449408608,2,1,3,14,0,14,100,2621,2,12,9,390,432,7.2868764117507,2.1972245773362196,6
13176,14,11.18324014503799,2,0,2,19,2,19,0,13177,1,0,8,313,366,7.132497551660044,1.791759469228055,0
13177,12,11.821358244560196,2,1,3,0,2,0,50,10523,1,18,7,397,414,7.31455283232408,2.066862759472976,12
13178,4,11.116157427465051,0,2,2,6,2,6,100,1680,2,2,5,42,49,7.51479976048867,2.1162555148025524,13
13179,18,11.45866989262967,2,1,2,3,2,3,0,6060,1,19,11,100,102,7.268920128193722,1.824549292051046,0
13180,2,11.584287527705875,1,2,3,18,1,18,0,11136,1,3,10,87,115,6.933423025730715,1.7749523509116738,5
13181,6,11.361683882945096,2,3,0,8,2,9,100,5750,0,8,9,347,384,7.643961949002529,1.916922612182061,0
13182,12,11.643278060568726,2,1,3,3,2,3,50,10431,1,12,4,344,363,7.493873886783559,2.151762203259462,7
13183,0,11.35589731586288,2,3,1,10,2,10,100,1896,3,9,5,417,454,7.163946684342547,2.2082744135228043,5
13184,13,12.084447237406312,2,1,1,11,1,19,50,7347,1,17,8,165,219,7.716906135298388,1.7578579175523736,15
13185,6,11.375913737285305,2,3,0,10,0,10,100,12341,0,9,0,377,429,7.415175109613295,2.0918640616783932,14
13186,7,11.89856874559789,2,1,1,10,1,10,100,12562,2,10,7,193,232,7.782807262839695,2.0014800002101243,6
13187,14,11.402552407488859,2,0,2,4,1,4,0,11037,3,1,10,17,39,7.43307534889858,2.2192034840549946,7
13188,19,11.17111098393834,2,0,1,0,2,1,0,12795,2,0,2,441,487,7.5352967024440884,2.028148247292285,13
13189,8,12.118672101915944,2,3,0,4,0,4,100,9602,1,6,12,459,464,7.569927655242652,1.9315214116032138,7
13190,12,12.213048259266598,1,1,0,18,2,8,100,12334,3,19,1,348,377,7.549082710812286,1.840549633397487,4
13191,4,11.917476822402035,2,1,1,1,2,1,0,9158,2,11,7,220,264,7.053585727193677,1.6486586255873816,6
13192,12,12.414500449408608,2,1,1,13,0,8,0,12213,0,16,2,82,136,7.350516171833998,1.7404661748405046,6
13193,0,11.621501804319836,2,1,3,9,0,9,50,10953,2,18,11,41,56,7.731930721948486,2.2925347571405443,3
13194,2,11.10839492002184,2,0,1,2,1,2,50,4251,0,0,0,310,361,7.010311867307229,2.2512917986064953,6
13195,11,11.772778887603208,2,0,3,17,0,17,50,1484,2,0,3,458,504,7.645397699428633,1.8870696490323797,3
13196,7,11.530618024501146,2,0,0,13,1,13,0,8168,2,0,3,451,486,7.731053144007127,1.791759469228055,12
13197,4,10.74218424297173,2,0,2,8,1,8,50,8942,3,1,11,395,398,6.946975992135418,2.302585092994046,5
13198,9,12.255595874275434,2,3,3,4,0,4,0,11587,1,9,10,35,68,6.96979066990159,1.9740810260220096,11
13199,3,10.96628266278324,2,0,2,5,0,5,0,6466,0,1,10,167,216,6.637258031284457,2.1972245773362196,11
13200,14,11.903710005608442,2,3,2,4,1,9,50,4041,2,6,14,421,461,7.8156105320351905,2.2300144001592104,3
13201,14,12.209506742264455,2,1,0,10,0,10,100,1056,2,10,8,35,64,7.745002803515839,2.186051276738094,11
13202,11,11.933843886525473,2,3,3,19,0,19,100,11495,3,6,12,29,39,7.286191714702382,2.2512917986064953,13
13203,19,11.725687312403302,2,2,3,14,0,14,100,9902,1,4,12,182,196,7.292337176173877,2.0149030205422647,5
13204,3,11.703884610159768,2,3,2,2,2,2,0,11307,0,7,1,416,418,7.038783541388542,1.9600947840472698,15
13205,5,11.557573729972326,2,2,3,16,0,16,0,5199,3,2,3,248,289,6.455198563340122,2.1041341542702074,4
13206,4,11.38115252536057,0,2,3,7,0,7,100,12577,3,2,6,26,40,7.401231264413015,2.2082744135228043,3
13207,0,10.895145463430168,2,2,0,10,2,11,100,11473,3,4,9,479,513,7.764720544771477,1.8718021769015913,12
13208,10,11.868464764308667,2,1,0,1,1,1,50,9460,3,11,4,20,60,7.427738840532894,2.1041341542702074,8
13209,12,11.805244271138532,2,3,1,13,1,13,50,9054,2,9,10,156,155,7.562161631225652,2.0794415416798357,5
13210,7,11.132031010796268,2,2,2,1,2,18,50,12539,3,2,6,64,89,6.729824070489475,1.9740810260220096,0
13211,16,11.26111234093269,2,2,0,2,2,2,0,10376,0,4,3,330,354,7.446585099157725,1.7047480922384253,14
13212,9,10.887287388992688,2,2,1,8,1,4,50,2086,0,3,14,46,94,6.836259277277067,2.0918640616783932,7
13213,8,11.120119885808819,1,0,0,18,2,18,50,6712,3,0,12,226,251,7.388327859577107,1.9459101490553132,14
13214,13,11.748005492256807,2,1,0,15,0,15,100,1100,1,15,1,335,353,7.240649694255466,2.2617630984737906,15
13215,17,11.588950883362687,0,3,1,7,2,1,0,11956,3,8,11,391,417,7.801800401908973,1.791759469228055,14
13216,13,11.375087670235118,2,3,1,15,0,15,100,10724,3,6,0,223,257,7.671826797878781,1.9600947840472698,11
13217,17,11.044153077435237,2,2,3,9,2,9,50,4821,2,3,0,81,91,7.592870287844818,2.1400661634962708,10
13218,16,11.525950272692917,2,3,1,9,1,9,50,997,1,6,8,58,77,6.812345094177479,1.667706820558076,1
13219,16,11.622416438529939,2,3,3,3,0,3,50,11566,0,7,1,290,295,7.417580402414544,2.2823823856765264,14
13220,11,11.0825117114981,2,2,0,5,2,9,100,11792,0,4,3,230,241,6.873163834212518,2.174751721484161,11
13221,8,11.329771561872176,2,3,2,11,2,12,50,8948,2,5,3,403,407,6.899723107284872,1.824549292051046,9
13222,13,12.038866276545066,2,1,1,5,1,5,100,5765,0,13,13,223,247,7.765569081097317,2.0918640616783932,1
13223,0,12.07382043440403,2,1,3,2,1,11,100,12122,0,17,6,7,65,7.329749689041512,2.0918640616783932,2
13224,5,11.27587313346977,2,2,3,3,0,3,100,4461,1,3,6,341,360,7.697575346802343,2.272125885509337,3
13225,18,11.83287625675222,2,3,2,4,1,4,50,8947,2,6,9,77,97,7.802618063442671,1.9021075263969205,15
13226,12,11.361765309065477,2,3,0,8,1,8,50,2125,1,6,2,468,523,7.81156848934518,2.1972245773362196,11
13227,4,11.008744383922906,2,0,3,0,1,0,0,9561,1,1,2,342,387,7.551186867296149,2.128231705849268,15
13228,11,11.62100827182865,2,2,0,4,1,4,0,232,3,4,8,282,319,6.490723534502507,1.7047480922384253,12
13229,8,11.467833952348418,2,3,1,16,2,2,100,9739,0,6,8,296,339,7.003065458786462,2.028148247292285,8
13230,0,12.414500449408608,2,1,3,19,2,19,50,6738,0,19,11,316,343,6.693323668269949,2.2925347571405443,14
13231,1,11.416370510755593,2,3,3,5,0,5,50,7124,3,8,10,181,213,7.374001859350161,1.667706820558076,11
13232,1,11.484052627401113,2,0,1,4,0,14,100,12550,2,1,13,91,90,6.590301048196686,2.0412203288596382,0
13233,13,11.814813651056538,0,3,3,12,2,13,100,9192,3,7,13,306,350,7.6093665379542115,2.028148247292285,0
13234,9,11.689363078605208,2,2,3,0,0,0,100,497,2,3,6,132,159,6.269096283706261,2.1162555148025524,7
13235,12,12.32927651742437,2,3,0,4,0,12,0,5022,0,9,12,159,160,7.302496423727326,2.186051276738094,12
13236,8,10.913578233480955,2,2,1,1,1,1,100,12340,0,3,10,394,398,7.237778191923443,2.128231705849268,12
13237,5,11.102337256163294,2,0,0,0,0,0,0,673,2,0,9,286,292,7.7142311448490855,2.0412203288596382,8
13238,6,11.660094688186849,2,2,1,14,1,14,50,7889,1,4,9,242,262,6.884486652042782,1.8562979903656263,12
13239,7,11.130082534898344,0,0,0,6,1,9,50,3019,0,0,13,58,79,6.579251212010101,2.0014800002101243,4
13240,14,11.757673940036822,2,1,1,8,2,9,50,13169,1,16,13,401,421,7.418180822726788,2.028148247292285,13
13241,13,11.240591669465246,2,2,2,11,1,11,50,4894,2,3,6,441,448,6.48768401848461,1.6486586255873816,2
13242,1,12.318941403658314,0,1,0,12,0,12,0,3180,0,12,0,292,347,7.367077059881012,1.8562979903656263,2
13243,3,11.995962538673277,0,3,3,6,0,6,100,8299,3,7,0,436,451,7.013915474810528,1.62924053973028,8
13244,17,11.679092233007484,2,1,2,1,2,1,50,10121,0,15,10,136,145,6.583409222158765,2.2512917986064953,6
13245,9,11.814170148010977,2,3,1,14,0,19,100,1433,3,6,14,355,399,6.380122536899765,1.824549292051046,0
13246,0,11.672038099627246,0,2,3,12,0,17,0,116,1,4,9,118,155,6.3835066348840055,2.0918640616783932,3
13247,6,10.680056341235145,2,0,0,3,0,3,50,8844,1,1,0,429,461,7.747164966520335,2.028148247292285,8
13248,10,11.940445563859225,2,1,2,1,1,1,0,210,3,16,0,58,70,7.76046702921342,2.128231705849268,8
13249,0,11.354246213289242,1,2,2,18,2,14,0,1964,1,2,1,4,23,7.109062135687172,2.2925347571405443,0
13250,5,10.692581074143282,2,0,0,10,1,10,0,682,1,1,0,333,381,7.718685495198466,1.9600947840472698,7
13251,4,10.957381376404859,2,0,3,16,2,16,100,2941,1,1,5,54,108,7.1284959456800365,2.1400661634962708,0
13252,10,11.456450347042212,2,3,3,10,2,10,100,10134,0,7,10,200,224,7.388327859577107,2.163323025660538,5
13253,10,12.165235025887847,2,1,2,2,1,2,50,8312,0,17,1,335,347,7.62657020629066,2.128231705849268,12
13254,17,11.626352359740238,2,2,3,4,2,4,50,4020,1,3,11,458,474,6.876264611890766,1.8082887711792655,13
13255,13,12.039386220544632,2,1,2,14,1,3,100,11859,3,19,13,128,183,7.470793774195062,1.7227665977411035,8
13256,16,11.59596061389894,2,3,2,11,0,11,50,8124,1,7,8,23,31,7.682021510826875,2.2407096892759584,15
13257,10,12.414500449408608,1,1,3,18,0,18,50,10410,0,10,14,22,72,7.711101251840158,1.824549292051046,8
13258,15,11.034292711693084,2,0,0,0,0,16,50,12818,0,0,11,321,369,7.134093721192866,2.1041341542702074,15
13259,18,11.151998637429239,2,2,1,3,0,3,0,6773,1,3,3,97,108,7.706612913964197,1.824549292051046,13
13260,12,11.345937741741457,2,2,2,10,0,10,0,3971,0,2,1,24,30,7.496652438168283,2.066862759472976,8
13261,16,11.538183771184324,2,3,0,1,0,1,100,4141,3,9,9,280,301,6.710523109452428,2.2512917986064953,2
13262,18,11.528296719594216,2,3,3,9,1,7,0,10662,3,9,0,71,106,7.698936199813447,1.9878743481543455,6
13263,4,12.414500449408608,2,1,3,19,2,9,0,5829,1,16,6,70,85,7.6487397889562425,2.151762203259462,12
13264,13,10.633689641047084,2,0,3,15,2,15,100,9140,1,0,6,346,394,7.722234744709607,1.9021075263969205,2
13265,6,11.185823192802378,0,0,2,6,1,6,0,4044,1,0,8,476,523,6.234410725718371,1.8870696490323797,10
13266,6,10.764075281534032,2,0,3,8,2,17,100,5163,2,1,3,436,465,7.018401799069201,2.2925347571405443,15
13267,17,12.048125601957862,2,1,0,9,1,9,100,5257,2,10,7,456,490,7.02108396428914,1.8562979903656263,14
13268,13,11.674031897363493,0,3,1,6,2,6,100,3151,3,6,12,65,72,6.621405651764134,1.8562979903656263,0
13269,19,11.31481593137566,2,2,2,0,2,0,50,9083,3,3,1,162,167,7.665753431861699,1.7578579175523736,15
13270,13,10.806064681322521,0,0,1,6,2,7,100,6931,0,0,7,457,466,7.511524648390866,1.916922612182061,8
13271,8,11.409574040846838,2,3,2,8,2,5,100,8119,2,9,9,230,280,6.806829360392176,1.7404661748405046,1
13272,11,11.048553945576122,2,0,2,10,0,10,0,5579,0,1,10,314,317,7.462789157412448,1.7404661748405046,0
13273,18,10.761492176138386,0,0,1,6,2,15,100,5143,0,1,12,154,175,7.203405521083095,2.1400661634962708,5
13274,11,10.614892049366905,2,0,1,5,2,5,50,3974,3,1,11,112,138,6.688354713946762,1.840549633397487,4
13275,8,11.488909373487838,2,3,1,11,0,11,50,6859,2,6,3,102,154,7.071573364211532,2.0412203288596382,2
13276,8,11.615175146998624,2,2,1,14,0,14,100,3066,1,2,2,159,189,6.630683385642372,2.2300144001592104,4
13277,0,11.351312007761603,2,3,1,3,2,3,0,2774,2,7,7,324,354,7.38025578842646,2.1041341542702074,9
13278,2,11.367633761609616,2,2,3,10,0,19,50,11396,3,4,3,334,344,7.226936018493289,1.9459101490553132,11
13279,16,11.25674205957782,2,2,2,8,0,8,50,8421,2,2,14,78,104,7.142827401161621,2.0918640616783932,7
13280,18,11.57018442931036,2,2,2,19,1,19,100,9232,3,4,6,458,479,7.639161171659173,1.7404661748405046,13
13281,9,12.014530711402145,2,1,2,9,1,2,50,12421,0,18,10,47,68,6.898714534329988,2.174751721484161,2
13282,12,10.713039040966176,2,0,3,3,0,3,0,2140,3,1,5,88,106,7.664346632098617,2.1041341542702074,14
13283,12,12.410987050976763,2,1,2,0,1,0,50,2916,1,17,3,362,374,7.690286020676768,2.0794415416798357,7
13284,4,10.724126046110621,2,0,2,9,0,9,0,2760,0,1,5,323,349,6.917705609835305,1.7578579175523736,0
13285,15,10.67435937150647,2,0,2,11,1,11,50,2061,3,0,8,434,480,6.97166860472579,1.9459101490553132,15
13286,4,12.022606433868726,2,1,0,2,1,3,100,10498,1,13,4,308,323,6.261491684321042,2.2823823856765264,7
13287,15,11.360892541113971,2,0,1,14,0,14,0,3499,3,0,0,121,169,7.462214939768189,2.2082744135228043,1
13288,1,11.06723193614202,2,0,1,13,2,16,50,12094,3,0,7,333,370,7.609862200913554,1.9878743481543455,2
13289,8,10.979973516212516,2,0,1,14,2,14,50,10039,2,1,14,332,383,6.489204931325317,2.302585092994046,3
13290,10,12.110282850728963,2,1,0,2,0,2,50,12459,2,12,10,411,447,6.424869023905388,1.6486586255873816,0
13291,18,11.0592517735417,2,2,1,11,0,11,100,9636,2,3,9,21,67,7.720905251936779,2.1162555148025524,5
13292,16,11.429087230054272,2,3,2,5,2,5,0,8612,3,9,4,101,103,7.601402334583733,2.272125885509337,14
13293,1,12.0561156598622,2,1,0,4,2,4,0,3881,2,19,8,406,447,7.222566018822171,2.2192034840549946,5
13294,8,11.834566837430224,2,2,1,4,1,10,0,910,1,3,6,9,34,6.9874902470009905,2.0014800002101243,10
13295,2,11.91954990079824,2,3,2,2,0,2,50,8229,1,8,6,480,536,6.97166860472579,2.1041341542702074,14
13296,12,11.138013809905521,2,2,0,5,1,5,50,374,3,3,14,164,188,7.3783837129967145,2.0014800002101243,0
13297,11,11.144582716163814,2,2,2,15,2,15,0,9270,3,3,3,162,194,6.304448802421981,2.1041341542702074,6
13298,17,11.913197110367038,2,2,1,4,0,14,0,5611,1,3,11,219,227,6.962243464266207,1.9021075263969205,12
13299,16,11.888673358290243,2,3,2,13,1,13,0,8694,0,5,14,429,486,6.825460036255307,2.1972245773362196,1
13300,15,11.881740419869795,2,1,1,10,0,16,0,11367,0,11,0,204,251,6.448889394146858,2.174751721484161,3
13301,15,11.697893516705088,2,1,0,9,2,9,100,7060,2,14,12,15,31,7.1853870155804165,1.9600947840472698,0
13302,12,11.167812000246807,2,0,2,19,1,19,0,7412,3,1,6,131,165,7.189922170745808,1.8082887711792655,4
13303,8,11.699247343132077,0,2,3,12,0,12,0,5240,2,4,7,363,363,7.109062135687172,2.0014800002101243,9
13304,16,11.01916998048313,2,2,2,3,2,3,50,12020,0,4,6,254,288,6.690842277418564,1.8718021769015913,7
13305,2,12.041404348973536,2,1,3,15,1,15,50,7887,0,18,6,286,298,7.656337166430183,2.0014800002101243,1
13306,16,11.143845322311495,2,2,2,11,2,9,0,1560,2,4,9,482,529,7.493873886783559,2.0794415416798357,7
13307,15,12.235578048287739,1,1,2,18,2,18,50,9041,0,15,8,357,415,7.755338812846501,2.0412203288596382,1
13308,13,12.100462098617138,2,1,1,14,0,14,50,2343,3,19,7,59,69,7.641084249174914,2.0014800002101243,7
13309,14,11.204564381310046,2,3,2,11,1,11,100,5936,3,9,12,422,447,7.796880342783522,1.791759469228055,11
13310,8,12.266165361203733,2,1,2,13,1,13,50,6799,3,13,12,186,198,6.220590170099739,2.0794415416798357,9
13311,0,12.293634704200144,2,1,2,19,0,19,0,4332,1,11,6,359,410,7.698936199813447,2.163323025660538,2
13312,15,11.599515920051326,2,2,0,4,1,4,100,4643,0,2,5,149,184,7.261927092702751,1.916922612182061,0
13313,0,11.43428261037835,2,3,2,0,2,0,0,12286,0,7,8,278,316,7.074963197966044,2.151762203259462,0
13314,7,12.247612782124671,0,1,3,7,1,2,50,5741,0,14,10,297,333,7.298445101508147,2.0794415416798357,14
13315,12,11.534902197773597,2,2,1,17,2,17,100,1567,0,3,5,181,204,7.68937110752969,1.6486586255873816,11
13316,19,11.219560609382949,2,2,1,9,1,9,0,10923,2,2,11,96,136,7.10002716662926,2.2192034840549946,12
13317,6,10.975824309791975,2,0,1,5,0,5,0,1717,0,1,4,243,289,7.1308988302963465,2.1972245773362196,10
13318,12,10.696864609504868,2,0,3,8,1,8,100,5858,1,0,2,134,158,7.6544432264701125,2.1400661634962708,8
13319,11,11.854953667162123,2,1,3,1,2,4,100,8757,2,18,10,263,283,7.27931883541462,1.7578579175523736,9
13320,2,10.4957641227111,2,0,2,11,1,11,0,6592,1,1,14,74,88,6.818924065275521,2.1041341542702074,2
13321,9,11.47611624183623,2,1,0,9,2,3,100,10592,0,17,10,7,14,7.674152921281675,2.272125885509337,9
13322,6,11.353800768540468,2,2,0,15,0,15,50,10273,1,2,2,6,10,7.693937325509272,2.2082744135228043,10
13323,16,10.845192587738747,2,0,3,10,2,7,0,8567,2,1,12,109,163,6.7650389767805414,1.840549633397487,13
13324,3,11.142571676473336,2,0,1,0,1,0,100,2761,1,1,6,456,505,6.97354301952014,2.174751721484161,0
13325,3,12.194293543493878,2,3,2,17,1,7,0,4573,1,7,5,474,507,6.60934924316738,2.1041341542702074,13
13326,2,12.158781856735477,0,1,1,7,1,7,100,9262,1,10,8,4,39,7.6577552711348655,1.791759469228055,4
13327,4,11.229779754319612,2,2,1,16,1,16,100,11022,0,4,14,392,399,6.594413459749778,1.7578579175523736,15
13328,3,11.278910533767384,2,2,1,14,2,14,0,1701,3,3,2,121,169,7.635303886259415,1.791759469228055,9
13329,6,10.845835818729572,2,0,1,5,1,5,100,10262,3,0,6,441,497,7.261225091971921,1.791759469228055,9
13330,18,11.661138552130733,0,3,0,12,1,12,100,8365,0,5,14,189,242,7.724004656676065,1.8562979903656263,5
13331,10,11.053426468369578,2,2,3,1,0,1,0,11738,3,3,14,200,234,7.562161631225652,1.7227665977411035,0
13332,7,11.393623776744557,2,0,1,19,0,3,100,1461,1,1,4,270,273,6.693323668269949,2.1400661634962708,6
13333,18,11.396200619233353,2,2,0,2,1,2,50,9456,1,2,6,253,299,7.349873704738337,1.9021075263969205,2
13334,11,11.914228590699617,2,3,0,16,1,16,100,7811,3,7,3,205,235,6.261491684321042,1.9600947840472698,13
13335,16,11.896901324235408,2,3,0,19,2,19,0,2511,1,9,1,143,167,6.899723107284872,1.7749523509116738,1
13336,6,11.800830012672556,2,1,2,15,0,15,50,218,3,12,13,427,470,7.154615356913663,1.9315214116032138,8
13337,8,10.688689620179726,2,0,2,9,2,12,100,2195,0,1,0,14,22,7.554334823725748,2.174751721484161,5
13338,18,10.732497780300108,2,0,1,15,1,8,0,2274,3,1,9,44,56,7.098375638590786,1.8562979903656263,1
13339,0,12.13261446221795,2,3,3,17,2,17,100,10031,0,9,2,385,398,7.246368080102461,2.1972245773362196,1
13340,5,12.331603367977383,0,1,2,12,1,12,100,1094,1,17,2,209,259,7.757051142032013,2.128231705849268,8
13341,10,11.539246020035577,0,3,2,7,2,7,0,3669,0,7,4,275,318,7.816416983691801,2.1972245773362196,3
13342,9,11.976904734144275,2,3,1,14,0,13,100,6422,1,5,4,327,359,7.673223121121708,2.028148247292285,5
13343,5,11.771405271613796,2,3,2,0,0,18,100,7766,3,7,14,291,292,7.687538766201629,2.2300144001592104,4
13344,13,10.912521536108178,2,2,0,8,2,6,0,9364,1,3,6,434,457,7.530479995245536,2.066862759472976,8
13345,5,10.879781536746092,2,0,3,0,1,14,0,7724,1,0,11,24,36,7.3310603052186325,2.066862759472976,9
13346,13,10.71610523307224,2,0,2,5,2,5,100,12798,2,1,8,331,387,7.597396320212795,1.9315214116032138,6
13347,3,11.414761216182997,2,2,1,19,1,19,0,1735,3,2,7,176,234,7.8160138391590275,2.1400661634962708,0
13348,3,11.139191555023517,2,3,2,3,2,3,0,44,0,6,12,474,475,6.775366090936392,1.6094379124341003,7
13349,19,11.135216564531996,2,0,3,17,2,17,50,9675,0,0,6,338,383,7.033506484287697,2.151762203259462,2
13350,12,10.7879160312615,2,0,3,2,2,2,100,12862,0,0,0,483,504,7.294377299288821,2.0794415416798357,2
13351,19,11.472343025087802,1,2,0,18,1,16,0,10786,2,3,12,356,359,7.62608275807238,2.302585092994046,3
13352,15,11.585497257804459,2,1,0,8,2,17,50,10123,0,19,5,35,41,6.894670039433482,2.0541237336955462,7
13353,13,10.905680713410986,2,0,2,0,2,9,0,2239,1,0,8,453,456,6.9865664594064265,2.1972245773362196,1
13354,19,11.861650895085763,2,1,0,0,1,0,0,6354,2,11,8,139,185,7.424761761823209,2.0412203288596382,0
13355,17,11.945369999809321,1,3,1,18,1,18,50,8802,2,9,12,148,159,6.717804695023691,2.2925347571405443,0
13356,15,10.83588782614335,0,0,3,12,2,12,100,2903,1,1,4,204,215,7.32052696227274,2.2925347571405443,13
13357,19,11.225883187805787,0,0,1,12,1,8,0,12568,1,1,6,200,237,7.271703706887368,2.2082744135228043,1
13358,7,11.191369426669171,0,0,1,6,1,6,0,2449,3,1,13,353,390,7.355001921105257,2.0412203288596382,12
13359,17,10.745658004488513,0,0,3,6,2,6,0,7500,0,1,6,381,425,6.932447891572509,2.0149030205422647,9
13360,12,12.333533147532863,0,1,3,7,2,18,0,2564,0,15,13,71,89,7.5766097669730375,2.2407096892759584,3
13361,14,10.532629403120161,2,0,3,3,1,0,50,1992,1,0,5,156,191,6.6039438246004725,2.0541237336955462,2
13362,9,10.572521327732806,2,0,2,3,1,3,0,5950,1,0,6,273,301,7.476472381163905,2.0541237336955462,0
13363,3,10.614793853711983,2,0,2,9,1,1,50,3286,2,0,4,357,370,7.718685495198466,1.9878743481543455,3
13364,9,12.054214336212766,2,1,2,1,0,16,0,9864,1,17,11,60,106,7.5480289699350145,1.6486586255873816,10
13365,7,12.414500449408608,0,1,0,7,0,7,50,6962,0,10,7,200,256,6.826545223556594,2.066862759472976,9
13366,4,11.294595310651548,2,0,0,2,0,2,100,5080,1,1,14,403,405,7.180069874302796,2.302585092994046,9
13367,12,10.732846904220825,2,0,2,11,1,12,0,4432,2,1,11,161,210,7.253470382684528,2.0149030205422647,1
13368,2,11.024383049444696,0,0,1,6,1,16,100,6685,3,0,5,341,384,6.981934677156389,2.2823823856765264,14
13369,19,11.242034955158283,0,0,3,12,1,12,0,3653,0,0,13,283,283,7.504391559161238,1.6486586255873816,11
13370,2,12.113787386037835,1,3,1,18,0,18,50,194,3,6,1,317,371,7.639161171659173,2.2082744135228043,15
13371,2,11.959084559405948,2,3,2,0,0,1,0,6319,2,6,1,246,298,6.304448802421981,2.174751721484161,8
13372,11,10.484948697900347,2,0,1,1,2,1,0,1156,3,1,11,275,300,7.271703706887368,1.8870696490323797,1
13373,2,11.04691385699403,2,2,3,1,0,2,0,4548,1,2,2,15,33,6.626717749249025,2.2617630984737906,7
13374,15,11.144004414042678,2,2,1,5,0,5,0,8291,3,2,3,43,65,7.539027055823995,2.1400661634962708,10
13375,10,11.67341032715501,2,3,0,14,2,15,50,11732,1,5,5,344,368,7.67368812926773,1.7578579175523736,3
13376,18,11.254271309528791,2,3,0,8,2,17,100,8010,3,7,12,237,291,7.756195343948118,1.916922612182061,7
13377,18,11.537735143878804,2,3,2,5,1,5,50,13080,0,9,7,114,150,7.493873886783559,1.7404661748405046,14
13378,12,10.762530454808159,2,0,0,9,1,9,100,9219,0,1,11,259,292,6.945051063725834,1.62924053973028,7
13379,5,11.460958259344975,2,0,1,4,1,4,100,2993,1,0,2,92,140,7.744569809354496,2.2925347571405443,1
13380,16,11.874410820305526,2,3,0,4,2,4,0,9726,0,9,6,150,179,7.538494999413465,2.1400661634962708,5
13381,10,10.898219710716846,2,2,2,15,1,15,50,4124,3,3,13,278,326,7.048386408721883,1.824549292051046,9
13382,18,10.709628540909296,2,0,2,9,2,9,0,9914,0,0,13,201,230,6.742880635791903,2.2925347571405443,3
13383,7,11.211739287817977,2,2,2,10,1,2,100,5930,0,3,11,331,334,7.784889295655098,2.302585092994046,3
13384,13,11.98011263170639,2,1,2,0,0,0,100,13142,1,19,10,199,203,6.444131256700441,2.0014800002101243,10
13385,4,12.059004326472557,2,1,3,8,1,8,50,806,3,15,1,410,454,6.456769655572163,1.791759469228055,1
13386,3,11.5434352711748,2,3,2,3,0,3,50,3127,3,9,14,193,211,6.92461239604856,2.2617630984737906,2
13387,3,10.73733102144275,2,0,2,1,1,1,0,2704,3,1,3,394,407,7.508238774678663,1.8718021769015913,14
13388,15,11.466305444335003,0,2,2,6,1,6,100,291,1,4,4,336,353,7.046647277848756,2.1400661634962708,15
13389,10,12.414500449408608,0,1,0,7,0,7,50,1154,1,12,3,478,523,6.904750769961838,1.7047480922384253,11
13390,3,11.83539294837897,2,2,1,13,1,18,0,9491,1,2,7,141,193,7.6838639802564295,1.916922612182061,7
13391,5,11.61557230193037,2,2,3,4,1,4,0,9735,3,2,9,33,35,7.0630481633881725,1.824549292051046,13
